cdr_id,customer_id,call_type,origin_number,destination_number,cell_tower_id,call_start_ts,call_end_ts,duration_seconds,data_volume_mb,roaming_flag,region
fec899c4-e9d9-47ed-a46c-d422b0f6b3d4,CUST0000087,DATA,3123443584981,8465124210637,TWR00067,2026-08-28 18:46:23,2026-08-28 18:46:23,0,8.071,N,WEST
891b5379-8863-4a7b-8f6d-73e141a7e5b0,CUST0000032,VOICE,7048364811659,5859421937931,TWR00011,2026-08-28 16:09:46,2026-08-28 16:18:57,551,0,N,NORTH
c53a7406-3af7-4fa6-a4a3-e5a026b2f8eb,CUST0000142,DATA,6365972767687,7593586134174,TWR00023,2026-08-28 22:32:26,2026-08-28 22:32:26,0,318.015,N,NORTH
8c9fef07-bbe5-4b37-be70-5047daee048d,CUST0000160,VOICE,9538088426723,9907615001113,TWR00073,2026-08-28 11:07:21,2026-08-28 11:23:20,959,0,N,NORTH
5f0d8bc4-eaf5-46fd-9ab3-022dd525bc45,CUST0000290,DATA,5480442364792,4990108616479,TWR00012,2026-08-28 02:07:58,2026-08-28 02:07:58,0,92.068,N,EAST
15cb7466-5c91-415e-97c3-028bfd3ed51b,CUST0000011,DATA,4991573806799,7367209610237,TWR00048,2026-08-28 00:13:40,2026-08-28 00:13:40,0,230.714,N,SOUTH
d9d41a4b-9b49-4081-869a-da23b26d4723,CUST0000158,DATA,6432058699724,9715579327701,TWR00025,2026-08-28 20:57:55,2026-08-28 20:57:55,0,373.957,N,EAST
a95c3c97-8f5b-4828-a8b8-86c92e0aeace,CUST0000028,SMS,5491773260968,6888861085973,TWR00018,2026-08-28 09:11:17,2026-08-28 09:11:17,0,0,N,WEST
af196682-0b62-4d17-9cb6-5de9fc7a4853,CUST0000116,DATA,8679433644702,3276765964587,TWR00023,2026-08-28 08:56:12,2026-08-28 08:56:12,0,489.66,N,WEST
9de3b6c9-fa7c-4362-8d59-28626ae50418,CUST0000136,VOICE,6949471553474,0240537729084,TWR00099,2026-08-28 11:37:23,2026-08-28 11:49:22,719,0,N,WEST
b4c6a900-0187-4b90-ae90-c8350eaaeb96,CUST0000088,VOICE,5394503754807,5383385693291,TWR00073,2026-08-28 18:24:09,2026-08-28 18:42:35,1106,0,N,WEST
b9bd792d-ef49-43c5-8428-1f4a74ba821c,CUST0000178,DATA,6964804073730,1506324051026,TWR00027,2026-08-28 21:50:18,2026-08-28 21:50:18,0,171.748,N,EAST
0e7d64b6-73da-4d1b-bb30-63f477ffcf54,CUST0000047,SMS,8387963346746,6603327399741,TWR00060,2026-08-28 06:16:13,2026-08-28 06:16:13,0,0,N,NORTH
b80dde28-9ca1-4bbb-bd92-91c38695712e,CUST0000265,DATA,9209410102760,8195164849779,TWR00060,2026-08-28 05:30:08,2026-08-28 05:30:08,0,293.824,N,WEST
961293fd-d4f1-4564-ba91-b16c0762a9b7,CUST0000018,VOICE,3833061443575,7893505260270,TWR00116,2026-08-28 03:40:22,2026-08-28 04:10:07,1785,0,Y,WEST
59ca49c2-5503-4ce6-87ba-9db75125ab59,CUST0000244,VOICE,8756707181292,6139123774599,TWR00117,2026-08-28 20:57:06,2026-08-28 21:03:34,388,0,N,SOUTH
4159f25e-9c64-4d7d-9aac-800c61f7154a,CUST0000240,SMS,1337687058079,0651064070783,TWR00079,2026-08-28 00:28:51,2026-08-28 00:28:51,0,0,N,WEST
2a3530ee-ceb8-4599-bfbb-e29b22e3a50b,CUST0000205,SMS,7848303485736,4044927280903,TWR00048,2026-08-28 07:16:46,2026-08-28 07:16:46,0,0,N,WEST
978ef98c-e2db-40bb-9dde-7dc4490ff83c,CUST0000206,VOICE,7883643167859,4408895930320,TWR00014,2026-08-28 07:48:59,2026-08-28 08:06:22,1043,0,N,EAST
fdfe3e1d-e80e-4cfa-b77b-b10281b8c5e0,CUST0000296,SMS,5605269901523,2999663309235,TWR00022,2026-08-28 00:10:32,2026-08-28 00:10:32,0,0,N,SOUTH
459fbc34-713c-4d5e-acc0-d09a3a77d57c,CUST0000291,DATA,5403079915402,3201295318500,TWR00101,2026-08-28 04:42:21,2026-08-28 04:42:21,0,479.997,N,EAST
dead3103-97d0-45ea-acf9-dd492dff24aa,CUST0000073,DATA,2318206820481,9305484738577,TWR00059,2026-08-28 14:25:10,2026-08-28 14:25:10,0,1.421,N,SOUTH
c654b2a8-8c30-4416-a5b2-6af4bf65f5d5,CUST0000155,VOICE,3982455381518,7238264295185,TWR00056,2026-08-28 05:15:54,2026-08-28 05:22:55,421,0,N,SOUTH
549dd99a-65aa-4857-8568-de4379833858,CUST0000079,DATA,5576881559030,9695448761504,TWR00021,2026-08-28 11:00:30,2026-08-28 11:00:30,0,173.011,N,WEST
e4a8f934-443c-4168-9b27-91602d3f4592,CUST0000109,DATA,9150892446403,0769555935588,TWR00060,2026-08-28 21:24:53,2026-08-28 21:24:53,0,353.406,N,NORTH
c099283b-e979-480b-b757-b57d5bf169eb,CUST0000199,VOICE,0822775477774,9254123872493,TWR00115,2026-08-28 04:25:49,2026-08-28 04:37:03,674,0,N,WEST
439f1926-382a-4943-87a9-411fbf5a5a73,CUST0000202,SMS,9790070455948,9674166239567,TWR00095,2026-08-28 11:31:42,2026-08-28 11:31:42,0,0,N,NORTH
8c7ebb02-eff4-45c2-8097-29b4af486052,CUST0000114,DATA,2559350276749,6412272765314,TWR00048,2026-08-28 05:49:15,2026-08-28 05:49:15,0,181.778,N,NORTH
2a719a54-b9e0-40af-8ae2-eb1274f97e88,CUST0000204,DATA,1341700545583,5595562168335,TWR00064,2026-08-28 20:14:08,2026-08-28 20:14:08,0,94.797,N,WEST
d2b8e4b7-b25b-4618-8763-83670f89f9af,CUST0000048,VOICE,6680895049108,0431715578521,TWR00037,2026-08-28 20:11:27,2026-08-28 20:16:40,313,0,N,WEST
0e642bd5-acd5-41e4-906a-6b21a67d38e4,CUST0000018,VOICE,9336860931608,0105583911153,TWR00088,2026-08-28 13:11:10,2026-08-28 13:24:50,820,0,N,NORTH
9e697ce5-f08f-4ea1-b056-646335e08746,CUST0000239,DATA,0264009333963,9020388782188,TWR00013,2026-08-28 11:43:46,2026-08-28 11:43:46,0,328.278,N,NORTH
aebdec17-28de-415a-81bf-829a27da1e02,CUST0000083,VOICE,8447816766342,8348124266474,TWR00059,2026-08-28 18:32:24,2026-08-28 18:55:54,1410,0,Y,WEST
04dc48ca-99b5-4bec-9ec2-debabe6fe380,CUST0000217,DATA,6440478327966,7958187744992,TWR00095,2026-08-28 09:27:16,2026-08-28 09:27:16,0,317.424,N,WEST
6745500c-70f0-46a6-b669-e92e31b0657e,CUST0000258,SMS,6871446939953,5566423940269,TWR00109,2026-08-28 15:45:21,2026-08-28 15:45:21,0,0,N,EAST
22f1ce2c-425c-4574-95f8-2828c5442aee,CUST0000058,DATA,8964966681182,9232468722037,TWR00050,2026-08-28 13:34:48,2026-08-28 13:34:48,0,435.287,N,NORTH
8bde2709-3186-4fb7-a79e-e3634665635c,CUST0000173,DATA,3784061386748,7830455965765,TWR00026,2026-08-28 22:37:16,2026-08-28 22:37:16,0,257.933,N,WEST
c931b76f-2f59-4854-b1d8-3e13dab49dca,CUST0000223,VOICE,8680055126764,9436327056146,TWR00063,2026-08-28 09:02:07,2026-08-28 09:31:49,1782,0,N,NORTH
3b03e227-a4c4-4fc3-aaae-57fe0ae92e72,CUST0000190,VOICE,3442004218674,1520351919850,TWR00105,2026-08-28 10:43:18,2026-08-28 11:09:33,1575,0,Y,EAST
eca7149c-dd02-4e45-85f2-76ddc46285a1,CUST0000092,VOICE,6513358508143,2987663279042,TWR00039,2026-08-28 13:01:28,2026-08-28 13:12:37,669,0,N,NORTH
6657eb95-3f1b-4349-ad93-6450d7f47ab3,CUST0000183,DATA,3810608917005,2918457496599,TWR00032,2026-08-28 17:47:25,2026-08-28 17:47:25,0,88.442,N,SOUTH
bf3f78d1-00a3-4f63-952c-399b32ad53d8,CUST0000075,DATA,5270259961143,8304077513061,TWR00045,2026-08-28 13:57:17,2026-08-28 13:57:17,0,485.955,N,SOUTH
4467ab1f-d847-47c2-b991-d85deba3ff9e,CUST0000269,SMS,9221689745371,7320431927431,TWR00048,2026-08-28 01:04:20,2026-08-28 01:04:20,0,0,N,NORTH
6a0e0847-4a7f-4302-a851-e19b1cf5ac7d,CUST0000196,SMS,6665602336165,8062475552672,TWR00119,2026-08-28 23:05:21,2026-08-28 23:05:21,0,0,N,EAST
e7edcc24-0b79-4a67-ad07-8ad11b2a0f66,CUST0000217,SMS,3670275100568,0690571121816,TWR00093,2026-08-28 05:47:16,2026-08-28 05:47:16,0,0,N,NORTH
fe7445fe-486c-47ff-afa1-780b5fa4fd4b,CUST0000222,DATA,9323539330548,9516570794321,TWR00039,2026-08-28 06:36:16,2026-08-28 06:36:16,0,308.175,N,SOUTH
8c97e4e7-d35d-4e73-8d34-056f18a26b72,CUST0000026,SMS,0242646855190,0411548805109,TWR00120,2026-08-28 15:13:48,2026-08-28 15:13:48,0,0,N,SOUTH
382c9261-0d44-4d89-a1e6-b713c16cf6ae,CUST0000142,SMS,3465336330575,3700984164377,TWR00117,2026-08-28 01:38:25,2026-08-28 01:38:25,0,0,N,EAST
02b0d3ee-7b42-4f9a-bcb1-c879019d3e1c,CUST0000140,VOICE,2170470125928,3971785681769,TWR00085,2026-08-28 06:01:50,2026-08-28 06:16:03,853,0,N,EAST
7b0cc1da-78d4-4579-9e0b-4b5835395dd5,CUST0000237,SMS,5059173930105,9169833179364,TWR00029,2026-08-28 20:20:06,2026-08-28 20:20:06,0,0,N,EAST
a2087fcc-2b24-47ee-8cf4-130be50c664b,CUST0000114,VOICE,0894406545259,5707650946207,TWR00106,2026-08-28 09:46:45,2026-08-28 10:07:37,1252,0,N,WEST
3839215e-a7cc-4a32-82f2-ca859980db82,CUST0000169,SMS,6227192602611,8010936091949,TWR00002,2026-08-28 15:59:35,2026-08-28 15:59:35,0,0,N,EAST
10497fac-07ac-4cc5-a567-c378da43d7bb,CUST0000178,DATA,8170032762805,7770149726821,TWR00096,2026-08-28 04:29:54,2026-08-28 04:29:54,0,249.988,N,SOUTH
9759d4f9-b4e9-44f7-a77a-f11d93c32b62,CUST0000200,VOICE,9569646077359,6919220513563,TWR00011,2026-08-28 01:42:54,2026-08-28 02:02:29,1175,0,N,EAST
bd8c89ee-8786-4326-9e4a-b2dd4c2f1f33,CUST0000043,VOICE,4892500751674,7358182177487,TWR00097,2026-08-28 16:23:19,2026-08-28 16:33:21,602,0,N,WEST
1accaae9-e576-46ed-aed2-34441858179b,CUST0000016,VOICE,7793599584383,6999712520193,TWR00073,2026-08-28 18:10:39,2026-08-28 18:22:44,725,0,N,NORTH
e216606b-ceee-438d-8df9-8f2f37b2f1d8,CUST0000146,SMS,6469126719196,3530313878305,TWR00118,2026-08-28 15:15:24,2026-08-28 15:15:24,0,0,N,WEST
eea3ba13-d0e2-4bb9-9191-b74d7c8abba1,CUST0000064,VOICE,8287533552620,9487478112826,TWR00038,2026-08-28 06:13:07,2026-08-28 06:32:40,1173,0,N,SOUTH
861eada1-f72c-421c-b81e-c50031c8af41,CUST0000206,SMS,4517392229317,8650394750557,TWR00054,2026-08-28 11:48:13,2026-08-28 11:48:13,0,0,N,EAST
b6830aec-af00-4d6d-b1f3-f5a50af90b01,CUST0000164,DATA,7917431243453,3811575092720,TWR00114,2026-08-28 20:06:42,2026-08-28 20:06:42,0,343.735,N,EAST
861a2177-044a-46d3-abe7-e62788806612,CUST0000258,SMS,8036957562943,9168670885506,TWR00052,2026-08-28 12:14:54,2026-08-28 12:14:54,0,0,N,WEST
982abc77-9bcd-483d-b807-5684cd51657f,CUST0000147,DATA,3944101042797,9354921018188,TWR00112,2026-08-28 14:10:59,2026-08-28 14:10:59,0,89.636,N,EAST
d87bfd13-f44d-419c-b65e-9541e18bc374,CUST0000238,DATA,9913293575384,1157034756016,TWR00050,2026-08-28 21:58:06,2026-08-28 21:58:06,0,290.499,N,WEST
2d87c9e5-e7ac-492b-a7bb-59ac7fc7eb91,CUST0000211,VOICE,2624554620213,4692239407173,TWR00079,2026-08-28 00:39:14,2026-08-28 00:44:02,288,0,N,NORTH
b772dd66-bb81-4a5c-801c-5f1f915ceb2d,CUST0000293,DATA,3466095470060,9810795163521,TWR00032,2026-08-28 00:20:39,2026-08-28 00:20:39,0,84.063,N,NORTH
8a7b6b09-1f11-4412-a5fc-af39436e0865,CUST0000190,VOICE,1202241756168,9564185413336,TWR00050,2026-08-28 19:56:50,2026-08-28 20:19:14,1344,0,N,SOUTH
659d580e-2e8f-4ff5-91c6-118f42b06337,CUST0000083,SMS,5028591565817,5782905249221,TWR00023,2026-08-28 23:55:15,2026-08-28 23:55:15,0,0,N,SOUTH
8ca3dec9-1d0f-4a3a-88fb-28d5ac6f3254,CUST0000166,VOICE,1429994814140,3856993914265,TWR00074,2026-08-28 02:57:01,2026-08-28 03:04:09,428,0,N,SOUTH
8a538bde-b59d-4150-8bc3-78cdf9c40e0c,CUST0000228,DATA,0120174020984,6988866594818,TWR00083,2026-08-28 05:29:32,2026-08-28 05:29:32,0,56.467,N,EAST
6c513cbe-9880-4d64-a8be-4719b1c4aff2,CUST0000082,VOICE,7291367591644,5321801130852,TWR00005,2026-08-28 23:04:00,2026-08-28 23:29:38,1538,0,N,WEST
3237ae90-3711-4abd-8201-47ec0128fd22,CUST0000267,DATA,1568234284022,6267132025342,TWR00054,2026-08-28 12:04:50,2026-08-28 12:04:50,0,478.83,N,NORTH
7567f49a-c48d-490f-a831-6e3dd8ad2030,CUST0000274,DATA,8670776042939,6674087721075,TWR00093,2026-08-28 14:30:52,2026-08-28 14:30:52,0,30.833,N,NORTH
93c09558-c976-43bb-8645-ec5ae7167785,CUST0000187,SMS,4003305109724,2542654168939,TWR00057,2026-08-28 16:40:41,2026-08-28 16:40:41,0,0,N,NORTH
d3c77331-c3fd-4ea1-adb4-b98706615d34,CUST0000054,VOICE,7639852381828,6327868070423,TWR00097,2026-08-28 08:48:52,2026-08-28 09:08:44,1192,0,N,SOUTH
23f50fde-4ae5-4e88-825f-d3b79f3ca5cc,CUST0000188,SMS,7318995931169,1353470507077,TWR00032,2026-08-28 10:09:58,2026-08-28 10:09:58,0,0,N,SOUTH
9c15d291-eebc-471c-9608-4b4f9901c65d,CUST0000136,VOICE,0884949996357,8662138059519,TWR00116,2026-08-28 20:44:04,2026-08-28 20:59:47,943,0,N,SOUTH
17b7b587-b302-4c58-9bb9-1245aa06edbb,CUST0000134,VOICE,8454225955133,5915419635110,TWR00058,2026-08-28 22:28:21,2026-08-28 22:55:18,1617,0,N,EAST
8ca6f6a4-d391-4e2f-9cbb-e54a9ec4cbb8,CUST0000019,DATA,7451363659050,1737223426787,TWR00004,2026-08-28 04:33:18,2026-08-28 04:33:18,0,111.29,N,EAST
c216a278-3992-4187-8351-fc032053fdce,CUST0000150,VOICE,3238128171899,5475211275963,TWR00040,2026-08-28 22:10:36,2026-08-28 22:32:19,1303,0,N,WEST
91cd63a2-295e-410f-b750-c67fd76acd68,CUST0000151,VOICE,3114933108862,0659400381803,TWR00038,2026-08-28 22:08:09,2026-08-28 22:28:58,1249,0,N,EAST
e23d88ed-be7e-4998-8dfa-ca1401bb34ba,CUST0000117,VOICE,4851002182414,8170284616878,TWR00075,2026-08-28 06:37:19,2026-08-28 06:42:27,308,0,Y,EAST
93ede73e-c94e-43bc-bd86-21dfc4035353,CUST0000261,DATA,3214999703204,4743344210651,TWR00080,2026-08-28 16:25:30,2026-08-28 16:25:30,0,450.102,N,SOUTH
d0f416ee-457f-4233-80db-b20f7f919bbb,CUST0000257,VOICE,0460104131355,7942072239567,TWR00083,2026-08-28 11:24:55,2026-08-28 11:41:33,998,0,N,WEST
5d403940-b1fc-4cd6-9293-d57f91c78edd,CUST0000090,SMS,1761898987877,7751387712398,TWR00009,2026-08-28 12:00:42,2026-08-28 12:00:42,0,0,N,EAST
6f57cb58-da6f-4d65-9664-e977f8712460,CUST0000106,VOICE,8939720487304,1945586817341,TWR00102,2026-08-28 08:38:49,2026-08-28 09:03:46,1497,0,N,SOUTH
6347091e-9d4b-477c-a66a-48c381515abd,CUST0000183,SMS,7964031575859,9185362054493,TWR00117,2026-08-28 18:58:40,2026-08-28 18:58:40,0,0,Y,SOUTH
833e90ba-4151-4c7d-a139-6329934837f7,CUST0000104,SMS,9271954063856,0207153784205,TWR00013,2026-08-28 01:25:40,2026-08-28 01:25:40,0,0,N,NORTH
c8b4a1c7-e99d-4bc1-9914-ef23bf45b9a6,CUST0000139,SMS,5535440789677,2100720409471,TWR00069,2026-08-28 17:54:47,2026-08-28 17:54:47,0,0,N,NORTH
9120101c-35ba-403d-8ea7-b4de8ecc252f,CUST0000229,SMS,2461757804104,6718644262447,TWR00103,2026-08-28 07:15:16,2026-08-28 07:15:16,0,0,N,SOUTH
7eab5420-2e5e-48a1-b016-2cdccaff3250,CUST0000117,DATA,4986711018770,3257044307324,TWR00078,2026-08-28 14:11:02,2026-08-28 14:11:02,0,133.616,N,SOUTH
0fe40708-9801-40b6-bc1a-ce4906b00fe5,CUST0000033,DATA,6899749030438,7799899246924,TWR00008,2026-08-28 04:33:19,2026-08-28 04:33:19,0,104.658,N,WEST
498e2b92-c8a4-4e44-9153-a0e8548ed579,CUST0000238,VOICE,0481130186432,1456518127591,TWR00010,2026-08-28 01:20:50,2026-08-28 01:42:33,1303,0,N,NORTH
cadfb997-586f-47b3-a025-d69db342e7a5,CUST0000227,VOICE,0034374325674,5362512311541,TWR00028,2026-08-28 06:06:34,2026-08-28 06:26:46,1212,0,N,EAST
b0f4b59f-0482-4e8f-96f1-79daf6d6cde2,CUST0000292,VOICE,1902060713693,0522144267353,TWR00093,2026-08-28 13:55:57,2026-08-28 13:59:50,233,0,N,SOUTH
9727a46b-b006-4898-977e-8aefc27552ad,CUST0000234,DATA,2561161599944,6184553758268,TWR00077,2026-08-28 08:48:26,2026-08-28 08:48:26,0,136.101,N,EAST
e30df167-61c6-4b07-a00b-daf802028d5d,CUST0000260,SMS,9508149940232,5859358035288,TWR00034,2026-08-28 09:41:19,2026-08-28 09:41:19,0,0,N,SOUTH
cfc46ca0-2a13-48be-a41b-0ba78c6780b4,CUST0000175,VOICE,5075078197354,2524777744496,TWR00057,2026-08-28 17:32:19,2026-08-28 17:53:45,1286,0,N,SOUTH
76cddceb-061d-4b29-89e4-dec547e431b1,CUST0000250,VOICE,9304640060698,6486275537793,TWR00023,2026-08-28 16:30:31,2026-08-28 16:36:10,339,0,N,WEST
686e2bec-5a96-42b7-83b3-836188eee53d,CUST0000156,VOICE,4609121040725,5396016099324,TWR00069,2026-08-28 14:21:40,2026-08-28 14:45:11,1411,0,N,SOUTH
faab68f3-6d4c-4e68-9703-c4646284d599,CUST0000056,DATA,0792625174316,3250394398844,TWR00040,2026-08-28 06:19:32,2026-08-28 06:19:32,0,160.688,N,NORTH
dd0dc0d9-ad10-453d-8a86-3cd997c3076a,CUST0000154,DATA,7895236179496,5495957812731,TWR00020,2026-08-28 06:36:43,2026-08-28 06:36:43,0,162.559,N,WEST
5d651dae-bcc2-444b-a5c0-f38eb02a9b3d,CUST0000088,DATA,4271832240239,6276176404046,TWR00042,2026-08-28 19:42:10,2026-08-28 19:42:10,0,478.397,N,WEST
3a94bad5-3494-4dc6-8512-1ed79e83383d,CUST0000138,VOICE,5112863811050,2892074595282,TWR00107,2026-08-28 08:30:59,2026-08-28 09:00:17,1758,0,N,SOUTH
4dac2837-0ef1-4530-b9f9-2864c3bf6acd,CUST0000157,VOICE,6774239354337,2783969215100,TWR00058,2026-08-28 11:53:47,2026-08-28 12:04:37,650,0,N,WEST
c8bc8252-bd2a-4403-a6bb-38af8f292a96,CUST0000214,VOICE,6077214348696,3715573105208,TWR00083,2026-08-28 12:03:26,2026-08-28 12:15:35,729,0,N,WEST
d361bf4a-01fd-49da-adff-d51f96a2af51,CUST0000141,VOICE,1873095079337,3129734148502,TWR00092,2026-08-28 22:12:13,2026-08-28 22:34:53,1360,0,N,EAST
e3b0a1bf-06b5-4a0b-bf46-4f21abc24d3e,CUST0000013,VOICE,5908268009072,0871218945239,TWR00095,2026-08-28 12:20:35,2026-08-28 12:39:46,1151,0,N,SOUTH
be477a48-6ed0-4178-b779-867e4f656033,CUST0000258,SMS,9602331599875,7579032308880,TWR00032,2026-08-28 08:06:04,2026-08-28 08:06:04,0,0,N,WEST
cb8f0e46-c0de-48c0-a9fd-fdeb4556d503,CUST0000241,DATA,0941750241300,8867587558509,TWR00050,2026-08-28 01:49:42,2026-08-28 01:49:42,0,344.213,N,WEST
264feec7-9d2c-46d7-88c7-97f01353935e,CUST0000128,VOICE,9145049723669,6272865181420,TWR00013,2026-08-28 19:37:24,2026-08-28 19:39:30,126,0,N,EAST
14284aab-e2ec-4629-bfac-5d5ec21efde2,CUST0000142,SMS,3845046217643,9394166740788,TWR00015,2026-08-28 14:59:18,2026-08-28 14:59:18,0,0,N,NORTH
21496f47-1479-4d5e-b471-ab8ec1e548eb,CUST0000167,DATA,9858574911066,2641879397895,TWR00020,2026-08-28 23:26:52,2026-08-28 23:26:52,0,437.101,N,SOUTH
13c3c4a0-0807-4479-825b-3b9a28b8857a,CUST0000288,VOICE,7701249316459,4378047040793,TWR00098,2026-08-28 07:20:36,2026-08-28 07:39:20,1124,0,N,EAST
45ec4e93-1e0b-4bce-ba60-9654be0fdc78,CUST0000012,VOICE,5187569269203,7357125672123,TWR00092,2026-08-28 02:55:50,2026-08-28 03:19:47,1437,0,N,EAST
22be20b0-4afc-4990-b6cf-2e1b5e0ce7ee,CUST0000229,DATA,0857895915324,5660098057836,TWR00060,2026-08-28 06:11:20,2026-08-28 06:11:20,0,114.613,N,SOUTH
bb6b9690-14b8-449b-a514-c7ac09197f0a,CUST0000133,VOICE,3034136532985,8499770706007,TWR00016,2026-08-28 23:59:01,2026-08-29 00:03:53,292,0,N,WEST
60585f03-f7b8-4683-898f-a0f895c18aba,CUST0000203,DATA,6143370049174,3687163876215,TWR00008,2026-08-28 01:53:33,2026-08-28 01:53:33,0,456.578,N,NORTH
a77c5ff4-6299-4152-9277-76710f0d0116,CUST0000290,SMS,7405458661824,4142785314198,TWR00103,2026-08-28 01:32:55,2026-08-28 01:32:55,0,0,N,WEST
c5e56830-f19b-42c8-9052-c407cba55215,CUST0000145,SMS,2634921223399,1590071320448,TWR00010,2026-08-28 20:04:47,2026-08-28 20:04:47,0,0,N,NORTH
e89de3e5-da73-4189-9334-dd50cf316570,CUST0000273,VOICE,5677154176604,6893911645767,TWR00074,2026-08-28 16:54:54,2026-08-28 16:57:58,184,0,N,SOUTH
2d151741-ae55-4010-9f1a-693d7eb6e1d0,CUST0000038,DATA,6576664760852,8529645521750,TWR00060,2026-08-28 13:52:17,2026-08-28 13:52:17,0,226.193,N,SOUTH
d256d4cf-3e32-49ff-a925-2b92c25aa1ec,CUST0000170,VOICE,9988782988727,4422061850692,TWR00068,2026-08-28 20:36:21,2026-08-28 20:51:55,934,0,N,WEST
e886f266-a4f7-4681-b3e6-4df6fc088ac4,CUST0000011,SMS,3864006724663,3214303183933,TWR00107,2026-08-28 09:00:39,2026-08-28 09:00:39,0,0,N,NORTH
82bbae95-9e49-4ed0-8394-e18a200d0ac6,CUST0000116,VOICE,1118406548855,5524529615143,TWR00075,2026-08-28 04:16:54,2026-08-28 04:24:35,461,0,N,EAST
0d8b9050-6b31-4edb-a80e-8e5205f27a6c,CUST0000273,SMS,9745783517983,1355669633895,TWR00106,2026-08-28 21:12:49,2026-08-28 21:12:49,0,0,N,EAST
8ce18ba2-30fd-4125-a90e-31f9f3722562,CUST0000296,VOICE,4178256019991,2469476293684,TWR00013,2026-08-28 04:13:19,2026-08-28 04:19:35,376,0,Y,NORTH
eec7e351-c86f-4d2b-a6f8-83ba8d7a97a3,CUST0000066,SMS,6851797367990,0271909520387,TWR00041,2026-08-28 02:20:55,2026-08-28 02:20:55,0,0,N,SOUTH
e3f653bc-daa6-4fa9-8d8d-dfc4823f0128,CUST0000104,VOICE,1215190456244,2201656633935,TWR00099,2026-08-28 13:17:14,2026-08-28 13:24:43,449,0,N,SOUTH
68e7485b-a48e-4ca1-8263-45ff6af1b639,CUST0000226,VOICE,8243262538140,0755984142024,TWR00096,2026-08-28 12:01:28,2026-08-28 12:31:09,1781,0,N,SOUTH
556a7ed6-9cdc-42c9-990e-9c407f0483ba,CUST0000195,VOICE,3507450933280,0244043109077,TWR00099,2026-08-28 14:25:12,2026-08-28 14:32:18,426,0,N,NORTH
16c88da8-32ff-43c9-ac3c-fc8a0eb31545,CUST0000048,DATA,8235327737655,7617275735548,TWR00093,2026-08-28 16:58:37,2026-08-28 16:58:37,0,258.732,N,SOUTH
75340d61-6334-41d1-8445-891e694247ab,CUST0000062,DATA,4712666153939,9427021501343,TWR00096,2026-08-28 23:38:22,2026-08-28 23:38:22,0,497.683,N,SOUTH
088fde7b-ed4d-4724-898b-6044bec85d30,CUST0000047,DATA,9062798958247,3391299037191,TWR00066,2026-08-28 11:30:16,2026-08-28 11:30:16,0,56.884,N,NORTH
d1ef01a8-ee80-43a2-91ee-0c44aa0036d6,CUST0000195,DATA,7593955714211,2206591004436,TWR00046,2026-08-28 12:54:06,2026-08-28 12:54:06,0,180.836,N,NORTH
b41c8e38-060b-4efd-8570-43027a4aafee,CUST0000223,DATA,3644432969142,0072276835278,TWR00090,2026-08-28 20:19:14,2026-08-28 20:19:14,0,43.141,N,WEST
