customer_id,first_name,last_name,date_of_birth,national_id,email,phone_number,address_line1,city,region,postal_code,plan_id,activation_date,account_status,customer_segment,credit_score
CUST0000034,Deborah,Jones,1981-04-25,jvf-18-6449,sabrinacollins@example.net,2914865281685,4235 Lee Dam,North Kenneth,EAST,13757,PLN003,2025-08-08,ACTIVE,CONSUMER,546
CUST0000035,Joanna,Rose,1975-03-08,klS-59-2962,jenniferwilliams@example.com,7947383473597,6886 Lisa Unions Apt. 407,Angelaville,NORTH,93745,PLN005,2024-05-09,ACTIVE,SME,370
CUST0000036,Justin,Hines,1998-03-07,oCw-47-8261,perryrandy@example.com,6153051522047,779 Rebecca Brook,Jasonberg,SOUTH,72433,PLN005,2025-11-29,ACTIVE,SME,469
CUST0000037,Rodney,Parsons,2004-08-05,OYN-34-1036,fbrown@example.net,8932460953962,518 Peter Mountains,Lake Paulstad,WEST,33747,PLN003,2024-09-12,ACTIVE,ENTERPRISE,505
CUST0000038,Carlos,Allen,1991-06-24,IvP-19-5205,mariacohen@example.net,2217043030548,740 Justin Wall Apt. 541,Samuelfurt,EAST,97927,PLN006,2023-06-11,ACTIVE,CONSUMER,748
CUST0000039,Matthew,Lopez,1970-07-24,fBM-75-8416,amymorris@example.org,4479627570596,016 Palmer Summit Apt. 029,Johnsonland,WEST,31433,PLN005,2026-06-09,ACTIVE,CONSUMER,530
CUST0000040,Patrick,Bradley,1993-08-06,WeK-92-7557,alyssasanders@example.net,3102786814473,731 Melissa Mission Apt. 715,Jennaside,EAST,71564,PLN001,2023-06-27,ACTIVE,ENTERPRISE,535
CUST0000041,Eric,Mckinney,1960-05-27,Yip-25-8313,jjohnson@example.net,7829114678669,51778 Anderson Village,Port Tammy,SOUTH,57205,PLN005,2023-02-26,ACTIVE,CONSUMER,360
CUST0000042,Marie,Holmes,1974-11-08,Hsf-42-2535,james84@example.org,9818299229959,10943 Montgomery Burgs,Smallside,NORTH,38468,PLN002,2025-12-30,ACTIVE,CONSUMER,372
CUST0000043,John,Aguirre,1984-04-23,CAE-64-7102,mharris@example.org,5562588153714,21046 Wright Way Apt. 595,Port Erik,SOUTH,67967,PLN005,2023-03-02,ACTIVE,SME,519
CUST0000044,Tyler,Davis,1972-05-27,wdd-68-7339,troy74@example.net,1624565060983,416 Duran Harbors Apt. 216,Lauramouth,SOUTH,73617,PLN005,2026-01-19,CHURNED,ENTERPRISE,784
CUST0000045,James,Hicks,2004-07-04,ZEH-80-0025,ghernandez@example.org,9526949588879,0551 Silva Underpass Apt. 974,Lake Brett,WEST,63474,PLN002,2025-06-06,ACTIVE,CONSUMER,396
CUST0000046,Christine,Randall,1952-04-03,bCu-23-0913,shernandez@example.org,8970283857865,8585 Bishop Fields,West Angela,WEST,29974,PLN001,2024-10-19,ACTIVE,SME,720
CUST0000047,Kellie,Bush,2004-09-05,shK-75-7584,zhuang@example.com,4041574733848,19933 Elizabeth Pines Apt. 301,Riverafort,NORTH,13679,PLN004,2026-07-26,CHURNED,CONSUMER,362
CUST0000048,Tamara,Spence,1986-12-24,usP-26-7734,velezchristopher@example.net,8026206724004,4788 Small Dale,Nelsonville,EAST,43844,PLN004,2022-05-06,ACTIVE,CONSUMER,496
CUST0000049,Jonathan,Lopez,1951-09-16,OzB-54-9329,christopher12@example.org,5304637454990,530 Steven Estate Suite 841,Michaelbury,WEST,29222,PLN002,2023-12-13,ACTIVE,SME,487
CUST0000050,Spencer,Zhang,2005-10-04,WpR-56-8783,foxallison@example.com,9108839822587,397 Rachel Mission,South Davidchester,WEST,60374,PLN003,2024-01-18,ACTIVE,CONSUMER,753
CUST0000051,Emily,Parker,1979-01-02,ecB-06-4039,isabella80@example.org,0462265676618,512 Rice Stream,Port Adam,NORTH,03480,PLN005,2024-06-13,ACTIVE,ENTERPRISE,315
CUST0000052,Jennifer,Coleman,2007-03-13,rmU-63-3752,johnsondonna@example.net,3311907903067,302 Young Street,Barbaramouth,SOUTH,31552,PLN001,2023-12-21,ACTIVE,SME,797
CUST0000053,Donna,Walker,1961-03-06,ORB-44-0892,wwilliams@example.net,8566246287334,0866 Paul Glens,West Deborah,SOUTH,59455,PLN004,2022-05-16,ACTIVE,CONSUMER,468
CUST0000054,Jenny,Lee,1998-04-07,mZW-46-9901,timothybooth@example.com,0331739363854,8544 Hunt Parks Suite 175,West Lawrence,NORTH,06493,PLN004,2022-02-12,ACTIVE,CONSUMER,765
CUST0000055,Dustin,Green,1978-11-29,voy-99-6423,victorpena@example.net,4777252287280,00623 Jasmine Branch,New Stephen,WEST,08424,PLN003,2022-10-06,CHURNED,ENTERPRISE,798
CUST0000056,Christina,Webb,1982-09-03,abH-70-0886,amanda40@example.net,2118233984546,6793 Kevin Views,Lake Victoriaton,SOUTH,12756,PLN002,2024-12-27,ACTIVE,CONSUMER,359
CUST0000057,Thomas,Walsh,1968-03-20,gHc-21-7659,jasonparrish@example.net,4014890250392,42939 Rhodes Plains Suite 621,Brianchester,NORTH,30928,PLN005,2023-07-17,CHURNED,CONSUMER,358
CUST0000058,Kayla,Friedman,1997-09-09,owJ-65-0477,rreynolds@example.net,1943114262655,04754 David Ferry,Coleside,WEST,67667,PLN001,2023-05-11,SUSPENDED,ENTERPRISE,461
CUST0000059,Michael,Davis,1968-05-28,yXf-95-6046,ashleyjackson@example.com,2444721264647,4379 Stephen Dale,Adamfurt,NORTH,44045,PLN001,2021-10-14,ACTIVE,CONSUMER,369
CUST0000060,Michelle,Alexander,1997-11-21,SmE-69-2459,gregory65@example.com,9356465193982,737 Guerra Cliff,Chambersberg,SOUTH,83513,PLN006,2023-07-22,ACTIVE,CONSUMER,552
CUST0000061,Eric,Henderson,1961-04-02,zIG-61-7979,ystephens@example.com,1352909656101,88899 Sean Lock Suite 982,Whitneyfort,NORTH,14204,PLN005,2022-12-02,SUSPENDED,CONSUMER,729
CUST0000062,Christopher,Guerra,1960-09-30,HEw-25-4573,udavis@example.net,5140105123828,8673 Soto Ferry,Fosterborough,EAST,59427,PLN006,2026-04-04,ACTIVE,CONSUMER,621
CUST0000063,Janet,Harris,1980-12-05,umD-19-1825,bakermichelle@example.net,9696915579249,251 Kevin Falls,Heatherhaven,EAST,51417,PLN002,2023-08-08,ACTIVE,CONSUMER,607
CUST0000064,Patrick,Lopez,1969-02-05,ilu-82-8274,wharvey@example.org,2368876767721,40438 Jackson Mount,Dunnville,EAST,75567,PLN004,2022-05-06,ACTIVE,CONSUMER,769
CUST0000065,Madeline,Richardson,1948-06-04,VPW-07-8361,kennethkidd@example.com,5171339596292,09584 Mario Squares,Keithview,NORTH,67926,PLN005,2025-07-13,ACTIVE,ENTERPRISE,518
CUST0000066,Cody,Estes,2007-09-03,jTu-60-4223,kathleenlowe@example.com,9466711684577,017 Horn Underpass Suite 363,Adamsport,EAST,44771,PLN005,2025-01-19,ACTIVE,CONSUMER,370
CUST0000067,Melissa,Kramer,1977-11-16,kCD-00-1701,braunronald@example.net,4241541520643,110 Thomas Curve Apt. 870,Lake Matthewville,EAST,55854,PLN002,2022-04-23,ACTIVE,CONSUMER,748
CUST0000068,Jeremy,Davis,1987-11-08,yXW-11-5542,darlenebyrd@example.org,9275326973112,656 Moody Gateway,Deannabury,EAST,73035,PLN005,2024-01-17,SUSPENDED,ENTERPRISE,308
CUST0000069,Justin,Pugh,1981-07-12,mVz-04-3898,debbie37@example.com,3791805526965,1091 Jose Canyon,Port Raymondport,EAST,82889,PLN006,2025-04-05,CHURNED,CONSUMER,437
CUST0000070,Rodney,Morales,1989-02-12,tfG-88-9241,terrimoore@example.com,9146303161799,2102 Frank Key,Garyberg,NORTH,98775,PLN003,2025-06-28,ACTIVE,ENTERPRISE,459
CUST0000071,Olivia,Wise,1993-10-10,qTK-05-6481,crawfordwilliam@example.org,9252419138000,75622 Angela Station,Walkerbury,EAST,55060,PLN003,2022-12-31,SUSPENDED,CONSUMER,651
CUST0000072,Margaret,Duncan,2002-12-09,cze-18-0238,xcline@example.com,1870534949375,83206 Jesse Key Apt. 506,Daltonhaven,EAST,31718,PLN002,2023-04-04,SUSPENDED,SME,557
CUST0000073,Teresa,Thomas,1969-03-16,SxD-41-0386,carpenterwilliam@example.net,1990623445655,3132 Eric Expressway Suite 756,New Michaelborough,NORTH,59734,PLN001,2026-06-18,CHURNED,SME,583
CUST0000074,David,Moore,1961-08-16,fTp-49-0352,randy04@example.com,0678831712100,36519 Lowery Club,North Jamesmouth,NORTH,17381,PLN001,2022-12-24,ACTIVE,CONSUMER,568
CUST0000075,Lisa,Martinez,1946-11-30,Fby-70-2966,nthompson@example.org,4720999347687,46263 Crystal Unions,South Kimberlystad,WEST,63374,PLN002,2025-11-22,SUSPENDED,SME,309
CUST0000076,Roberta,Shaw,1977-09-08,obZ-64-2059,brian78@example.com,2133480396522,559 Jade Knoll,New Stacy,NORTH,65018,PLN001,2024-01-30,CHURNED,CONSUMER,336
CUST0000077,Benjamin,Brown,1977-07-10,vNm-93-0870,matthewthompson@example.com,0292185156915,2267 Thompson Points Suite 392,Parkerport,SOUTH,17192,PLN003,2022-07-14,ACTIVE,CONSUMER,342
CUST0000078,Jacqueline,Berry,1952-09-28,oOK-90-2959,zunigadonald@example.net,3552157043315,00676 Nicole Park Suite 586,Port Timothyshire,EAST,85824,PLN003,2021-08-31,ACTIVE,CONSUMER,515
CUST0000079,Shannon,Lloyd,1992-03-21,evk-04-0541,emartin@example.net,5997062962015,68844 Young Causeway,Armstrongfort,SOUTH,20632,PLN006,2022-10-13,CHURNED,CONSUMER,662
CUST0000080,Christopher,Colon,1944-05-13,kOs-97-3103,wellsdarrell@example.com,7418625652704,4349 Edward Square Apt. 158,Arellanoshire,WEST,30321,PLN005,2021-09-03,SUSPENDED,CONSUMER,542
CUST0000081,Loretta,Barnes,1978-04-21,fzT-87-9374,shawrachel@example.net,1722332061632,1168 Arnold Walks Suite 870,Rodriguezberg,SOUTH,19925,PLN002,2025-11-10,ACTIVE,CONSUMER,483
CUST0000082,Tammie,Garcia,1979-03-10,Aqy-19-1485,earmstrong@example.org,4629960653074,54447 Teresa Forks Apt. 475,Jessicaland,EAST,25134,PLN006,2024-07-26,ACTIVE,CONSUMER,573
CUST0000083,Richard,Washington,1970-09-11,tTG-85-0821,htaylor@example.net,2330307053457,103 Burns Mission Apt. 798,Maxview,NORTH,98668,PLN002,2026-03-22,ACTIVE,CONSUMER,781
CUST0000084,Anthony,Williams,1997-02-27,PAG-93-3334,hancocktammy@example.net,7229034944665,3748 Silva Avenue Suite 899,Kennethville,SOUTH,63643,PLN002,2022-02-09,ACTIVE,CONSUMER,612
CUST0000085,Danielle,Hensley,1944-12-31,dZZ-44-3283,rguerrero@example.org,7446660993538,584 Mary Wells Apt. 417,Lake Jonathan,SOUTH,73774,PLN002,2026-08-06,ACTIVE,CONSUMER,708
CUST0000086,Erin,Rogers,1992-07-15,Yvx-13-5346,brenda71@example.com,9991738168460,35697 Leslie Stravenue,Port Christopher,EAST,44099,PLN003,2022-07-28,ACTIVE,CONSUMER,659
CUST0000087,Cynthia,Smith,1983-07-27,YWX-43-2927,andersonryan@example.com,6760083505830,335 Anderson Lights,Garyton,WEST,39586,PLN006,2022-07-16,CHURNED,ENTERPRISE,639
CUST0000088,Abigail,Warren,2005-02-25,kZz-62-5753,perezjessica@example.org,0982150648909,100 Robert Light,New Johnnyberg,NORTH,27435,PLN001,2023-12-08,ACTIVE,CONSUMER,571
CUST0000089,Kevin,Stanley,1987-12-07,gGU-84-9926,campbellkristen@example.com,9348356420873,3001 Mary Skyway Suite 218,Lake Jenniferview,NORTH,84955,PLN001,2024-10-21,SUSPENDED,SME,653
CUST0000090,Kenneth,Marshall,1956-05-18,BVh-12-0455,yorkpamela@example.org,2557941552166,6762 David Stream Apt. 216,Phammouth,EAST,24259,PLN006,2026-08-07,ACTIVE,ENTERPRISE,823
CUST0000091,Cheryl,Huffman,1982-03-25,ceq-27-7167,alexander89@example.net,5889163756289,28772 Karen Islands,West Tara,WEST,07100,PLN001,2025-07-20,SUSPENDED,CONSUMER,560
CUST0000092,Nicholas,Montoya,1975-02-17,FCu-17-7971,hooperjulie@example.org,6608801994883,5037 Castro River Suite 571,Port Donnatown,WEST,45243,PLN001,2024-05-29,ACTIVE,ENTERPRISE,501
CUST0000093,Lauren,Kelley,1964-10-22,TVU-51-0272,nrodriguez@example.org,1637351609177,0808 Roberson Orchard,Lake Beth,WEST,96248,PLN003,2024-10-28,ACTIVE,CONSUMER,621
CUST0000094,Diane,Obrien,1996-02-05,rzv-58-6693,shawn22@example.com,8583339452288,158 Aguilar Shores Suite 846,New Danielfurt,NORTH,19549,PLN006,2022-03-05,CHURNED,CONSUMER,819
CUST0000095,Joseph,Floyd,1944-04-07,WIc-44-2043,lisa19@example.net,8638406665800,97359 Kimberly Fields Suite 721,East Jill,WEST,16144,PLN003,2021-12-09,ACTIVE,SME,602
CUST0000096,Angela,Anderson,1966-04-23,cju-94-0572,ayalacolleen@example.net,7985158328182,861 Walker Forest Suite 554,Port Christine,SOUTH,62741,PLN005,2023-10-19,ACTIVE,SME,688
CUST0000097,Tina,Smith,2008-06-06,cRu-57-3993,hmoon@example.com,8408588770435,28801 Ellen Trail,Port Gina,SOUTH,14122,PLN006,2025-10-10,SUSPENDED,ENTERPRISE,608
CUST0000098,Natalie,Figueroa,1954-08-21,cfe-61-2075,thompsonjohnathan@example.org,4667665061809,901 Reilly Coves,Kristinport,NORTH,80004,PLN004,2025-10-19,ACTIVE,CONSUMER,515
CUST0000099,Samuel,Foster,1946-07-17,VzY-07-2832,susan24@example.net,0882100996881,53682 Jack Ridges Suite 312,Port Karenside,EAST,60959,PLN004,2025-06-25,ACTIVE,SME,752
CUST0000100,Emily,King,1984-06-30,QPp-39-7552,mitchellchad@example.org,7759492995562,3364 Taylor Street,Nataliemouth,SOUTH,58874,PLN006,2022-01-08,SUSPENDED,SME,473
CUST0000101,Andrea,Thompson,1965-01-20,qUO-91-4283,lunapatricia@example.net,9969308488725,94278 Randy Parkway Apt. 392,South Erik,NORTH,74734,PLN006,2023-03-08,ACTIVE,ENTERPRISE,643
CUST0000102,Tammy,Fitzgerald,2005-03-04,eqx-75-0373,bradclark@example.com,7700518449892,659 Zachary Lane Apt. 865,Tommyfort,SOUTH,79696,PLN001,2024-12-14,CHURNED,CONSUMER,530
CUST0000103,Scott,Hall,1941-02-08,xMT-84-3222,guerrerorobert@example.com,7773926030299,80920 Jonathan Falls,Greeneshire,SOUTH,84075,PLN002,2026-01-24,ACTIVE,CONSUMER,550
CUST0000104,Dorothy,Campbell,1941-12-04,koA-13-7977,laurahoover@example.org,2579913662103,91279 Natalie Place Apt. 172,Port Erikachester,NORTH,68926,PLN004,2025-04-02,ACTIVE,SME,499
CUST0000105,Heidi,Patterson,1969-04-07,Biq-76-5991,fcannon@example.com,4300981806356,26944 Cunningham Ridge Suite 636,Whiteside,WEST,73234,PLN006,2026-01-11,ACTIVE,SME,549
CUST0000106,Becky,Schroeder,1973-07-22,gnG-62-1372,zhartman@example.net,2601279611435,066 Dawson Ranch,Port Lorifort,NORTH,58037,PLN002,2026-08-07,ACTIVE,SME,524
CUST0000107,Sarah,Holmes,1941-05-22,NkR-30-9883,warddiana@example.org,4656693801184,4393 Spears Ports Apt. 426,New Charlesport,WEST,45061,PLN002,2025-11-28,ACTIVE,ENTERPRISE,555
CUST0000108,Sue,Walter,2005-01-21,XpW-94-7697,susan77@example.net,7141633565880,41651 Thomas Knoll Apt. 942,South Jillian,WEST,31284,PLN001,2025-09-02,ACTIVE,SME,843
CUST0000109,Jamie,Harris,1990-09-01,fRQ-39-5211,waustin@example.net,7595794728463,86780 Long Spur,South Tiffany,EAST,92021,PLN005,2026-01-07,ACTIVE,ENTERPRISE,816
CUST0000110,Alan,Craig,1975-11-24,qlJ-69-1559,joel79@example.com,2763655647292,43866 Dustin Streets,South Linda,WEST,23649,PLN004,2023-03-27,ACTIVE,SME,760
CUST0000111,Patricia,Mccoy,1969-04-28,Kdz-85-7448,vaughnbrian@example.com,1754558845061,939 Tiffany Haven Suite 587,Prestonfurt,SOUTH,80935,PLN003,2022-04-30,CHURNED,CONSUMER,833
CUST0000112,Duane,Jackson,1960-02-22,fkv-56-9961,lawrencedelgado@example.net,9647598762202,413 Randy Court,South Amytown,SOUTH,52538,PLN004,2024-10-24,ACTIVE,SME,379
CUST0000113,Dalton,Montgomery,1976-04-16,COi-16-4334,alisonjackson@example.org,5778487282997,845 Fernandez Valley Apt. 745,Greenport,EAST,01884,PLN006,2026-08-20,ACTIVE,CONSUMER,643
CUST0000114,Melanie,Cooper,1940-08-31,aXB-78-0774,carla08@example.com,6866326634163,8463 Ian Highway Apt. 797,Jackiefort,NORTH,25114,PLN003,2025-09-24,ACTIVE,CONSUMER,536
CUST0000115,Tara,Johnson,1962-06-18,ofj-14-4270,snydermatthew@example.com,5705120461872,6013 Wise Mills,Lake Virginia,SOUTH,26607,PLN004,2022-06-01,CHURNED,CONSUMER,365
CUST0000116,Adriana,Hendrix,1971-12-30,VJH-76-4520,kingdanielle@example.org,0313650249163,97925 John Parks,Lake Christineton,WEST,08335,PLN004,2025-07-05,ACTIVE,ENTERPRISE,777
CUST0000117,Amanda,Rodriguez,1964-10-31,Umb-73-5857,ihoward@example.com,7784873928557,821 Shannon Viaduct Suite 857,Port Danafurt,NORTH,96662,PLN004,2022-06-05,ACTIVE,SME,698
CUST0000118,Melissa,Parsons,1953-04-11,HRF-35-1863,chloemorris@example.net,1181022031731,678 Williams Forges,North Sarahborough,NORTH,86451,PLN005,2021-10-01,SUSPENDED,SME,788
CUST0000119,Christopher,Owen,1974-01-28,NrH-05-8650,navarromary@example.org,8113863383928,195 Park Meadow Apt. 228,Wagnerburgh,EAST,70480,PLN001,2026-02-07,ACTIVE,SME,729
CUST0000120,Michael,Edwards,2008-07-21,pKI-55-6659,nicholaspierce@example.net,5776004908240,35048 Clinton Mount Suite 224,Pamelabury,SOUTH,31040,PLN005,2023-11-14,ACTIVE,CONSUMER,579
CUST0000121,Ashley,Carroll,1958-01-31,SSK-31-5727,larsonkevin@example.net,1055661390604,8925 Eric Spring,Maddoxshire,WEST,66656,PLN004,2023-02-27,ACTIVE,SME,644
CUST0000122,Kristie,Hernandez,1946-10-14,zqf-51-7908,xshaw@example.net,2783769389833,6591 Emily Manors,Michaelmouth,WEST,45658,PLN006,2023-10-25,CHURNED,CONSUMER,778
CUST0000123,Kevin,Huerta,1981-01-16,omR-97-9270,eric11@example.net,3924051477053,88487 Heather Skyway,South Brandyhaven,NORTH,06200,PLN002,2021-10-11,ACTIVE,ENTERPRISE,327
CUST0000124,James,Horton,1958-01-11,QrQ-40-7016,michelle04@example.net,3681579812387,38457 Garner Brook,Gabriellestad,WEST,82451,PLN001,2021-12-15,ACTIVE,SME,486
CUST0000125,Tiffany,Hill,1961-03-20,ojv-04-6084,fsandoval@example.net,8936392649578,29832 Barker Pine,South Wendy,EAST,19526,PLN001,2026-08-20,ACTIVE,CONSUMER,516
CUST0000126,Eric,Jones,1985-04-13,WuA-81-2520,vturner@example.net,2312209949993,05172 Joseph Landing,Port Paul,EAST,62609,PLN004,2024-06-24,ACTIVE,SME,584
CUST0000127,Antonio,Duran,1950-01-04,elC-04-6333,dwatts@example.org,6096569998808,7038 Terrell Canyon,Blackton,EAST,25385,PLN004,2022-08-15,ACTIVE,SME,319
CUST0000128,Kevin,Carey,1960-06-17,SHj-72-6490,cgallegos@example.org,2982665702793,45211 Jasmin Roads Suite 186,South Andrea,NORTH,06255,PLN006,2023-08-24,ACTIVE,CONSUMER,370
CUST0000129,Ariana,Keller,1992-11-25,ttU-22-2206,lroberts@example.org,3094077780973,776 Miller Rapid,East Nicoleview,NORTH,81734,PLN006,2026-03-20,ACTIVE,CONSUMER,504
CUST0000130,Jared,Lopez,1983-05-29,Mtv-05-0209,williamsrobert@example.org,4999827950145,1681 Ruiz Crossing Suite 586,Lake Jason,SOUTH,08127,PLN001,2025-10-03,ACTIVE,CONSUMER,784
CUST0000131,Cristina,Benitez,1948-02-03,qHK-79-4695,sara99@example.com,7293430107139,0558 Alex Flats Suite 414,Williammouth,NORTH,01304,PLN006,2025-04-21,SUSPENDED,CONSUMER,776
CUST0000132,Randy,Carroll,1948-05-26,EZc-02-3557,timothyburton@example.net,7608495880395,24056 Ashley Loaf Apt. 914,Jenniferview,EAST,54747,PLN006,2023-04-28,ACTIVE,CONSUMER,417
CUST0000133,Nathan,Gallegos,1946-07-24,xYc-43-8421,robinwallace@example.org,8235784521823,6810 Randolph Spur,West Steventon,EAST,14014,PLN002,2026-01-15,ACTIVE,ENTERPRISE,326
CUST0000134,Larry,Lane,1976-01-22,rIu-43-5334,rlambert@example.org,4109881385854,493 Charles Ridge,Amberton,WEST,17550,PLN003,2024-12-13,ACTIVE,CONSUMER,377
